ID,AU1_0,AU1_1,AU2_0,AU2_1,AU4_0,AU4_1,AU6_0,AU6_1,AU12_0,AU12_1,AU15_0,AU15_1,AU20_0,AU20_1,AU25_0,AU25_1
667.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
668.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
669.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
670.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
671.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
672.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
673.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
674.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
675.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
676.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
677.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
678.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
679.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
680.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
681.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
682.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
683.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
684.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
685.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
686.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
687.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
688.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
689.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
690.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
691.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
692.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
693.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
694.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
695.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
696.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
697.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
698.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
699.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
700.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
701.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
702.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
703.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
704.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
705.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
706.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
707.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
708.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
709.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
710.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
711.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
712.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
713.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
714.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
715.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
716.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
717.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
718.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
719.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
720.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
721.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
722.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
723.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
724.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
725.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
726.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
727.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
728.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
729.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
730.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
731.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
732.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
733.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
734.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
735.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
736.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
737.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
738.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
739.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
740.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
741.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
742.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
743.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
744.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
745.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
746.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
747.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
748.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
749.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
750.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
751.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
752.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
753.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
754.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
755.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
756.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
757.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
758.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
759.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
760.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
761.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
762.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
763.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
764.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
765.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
766.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
767.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
768.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
769.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
770.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
771.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
772.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
773.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
774.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
775.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
776.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
777.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
778.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
779.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
780.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
781.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
782.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
783.jpg,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
784.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
785.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
786.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
787.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
788.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
789.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
790.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
791.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
792.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
793.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
794.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
795.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
796.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
797.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
798.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
799.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
800.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
801.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
802.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
803.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
804.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
805.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
806.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
807.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
808.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
809.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
810.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
811.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
812.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
813.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
814.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
815.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
816.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
817.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
818.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
819.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
820.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
821.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
822.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
823.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
824.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
825.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
826.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
827.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
828.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
829.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
830.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
831.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
832.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
833.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
834.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
835.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
836.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
837.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
838.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
839.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
840.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
841.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
842.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
843.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
844.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
845.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
846.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
847.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
848.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
849.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
850.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
851.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
852.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
853.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
854.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
855.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
856.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
857.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
858.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
859.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
860.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
861.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
862.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
863.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
864.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
865.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
866.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
867.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
868.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
869.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
870.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
871.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
872.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
873.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
874.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
875.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
876.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
877.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
878.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
879.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
880.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
881.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
882.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
883.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
884.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
885.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
886.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
887.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
888.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
889.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
890.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
891.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
892.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
893.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
894.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
895.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
896.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
897.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
898.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
899.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
900.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
901.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
902.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
903.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
904.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
905.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
906.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
907.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
908.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
909.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
910.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
911.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
912.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
913.jpg,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
914.jpg,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
915.jpg,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
916.jpg,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
917.jpg,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
918.jpg,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
919.jpg,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
920.jpg,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
921.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
922.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
923.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
924.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
925.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
926.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
927.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
928.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
929.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
930.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
931.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
932.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
933.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
934.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
935.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
936.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
937.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
938.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
939.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
940.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
941.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
942.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
943.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
944.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
945.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
946.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
947.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
948.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
949.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
950.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
951.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
952.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
953.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
954.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
955.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
956.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
957.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
958.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
959.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
960.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
961.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
962.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
963.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
964.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
965.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
966.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
967.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
968.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
969.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
970.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
971.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
972.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
973.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
974.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
975.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
976.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
977.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
978.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
979.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
980.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
981.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
982.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
983.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
984.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
985.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
986.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
987.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
988.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
989.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
990.jpg,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
991.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
992.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
993.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
994.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
995.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
996.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
997.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
998.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
999.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1000.jpg,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
